hop,count
2523,6780
2524,6909
2525,6851
2526,6832
2527,6750
2528,6812
2529,6670
2530,7018
2531,6899
2532,6905
2533,6903
2534,6930
2535,6991
2536,6972
2537,6811
2538,7011
2539,7019
2540,7092
2541,7035
2542,7060
2543,7033
2544,7010
2545,6982
2546,6914
2547,6856
2548,6829
2549,6741
2550,6765
2551,6632
2552,6720
2553,6778
2554,6654
2555,6609
2556,6743
2557,6646
2558,6819
2559,6744
2560,6781
2561,6778
2562,6861
2563,6921
2564,6933
2565,6821
2566,6867
2567,7063
2568,7063
2569,6862
2570,6906
2571,7030
2572,6904
2573,6887
2574,6858
2575,6983
2576,6908
2577,6918
2578,6927
2579,6721
2580,6574
2581,6540
2582,6512
2583,6533
2584,6394
2585,6515
2586,6359
2587,6430
2588,6417
2589,6483
2590,6400
2591,6403
2592,6492
2593,6238
2594,6461
2595,6356
2596,6422
2597,6314
2598,6190
2599,6075
2600,5984
2601,5960
2602,5935
2603,5912
2604,6018
2605,6083
2606,6081
2607,5981
2608,5986
2609,6043
2610,6052
2611,6159
2612,6065
2613,6058
2614,6123
2615,6216
2616,6437
2617,6457
2618,6337
2619,6243
2620,6268
2621,6294
2622,6394
2623,6347
2624,6343
2625,6390
2626,6544
2627,6624
2628,6343
2629,6512
2630,6475
2631,6478
2632,6438
2633,6506
2634,6596
2635,6563
2636,6428
2637,6583
2638,6444
2639,6312
2640,6352
2641,6356
2642,6464
2643,6482
2644,6511
2645,6478
2646,6498
2647,6499
2648,6454
2649,6412
2650,6537
2651,6589
2652,6639
2653,6603
2654,6619
2655,6651
2656,6692
2657,6767
2658,6795
2659,7035
2660,6920
2661,6913
2662,6916
2663,6996
2664,7034
2665,7047
2666,7072
2667,6954
2668,6916
2669,6945
2670,6874
2671,6716
2672,6864
2673,6913
2674,6895
2675,6926
2676,6837
2677,6759
2678,6867
2679,6783
2680,6943
2681,7032
2682,6796
2683,6784
2684,6742
2685,6755
2686,6610
2687,6566
2688,6495
2689,6374
2690,6213
2691,6341
2692,6361
2693,6469
2694,6406
2695,6381
2696,6321
2697,6313
2698,6335
2699,6200
2700,6451
2701,6283
2702,6272
2703,6185
2704,6196
2705,6127
2706,6106
2707,6183
2708,6129
2709,5948
2710,5828
2711,5918
2712,6033
2713,5988
2714,5974
2715,5916
2716,5931
2717,5866
2718,5940
2719,5929
2720,5973
2721,5949
2722,5817
2723,5665
2724,5755
2725,5988
2726,5996
2727,6067
2728,6098
2729,6034
2730,6147
2731,6071
2732,6168
2733,6174
2734,6210
2735,6166
2736,6235
2737,6395
2738,6238
2739,6248
2740,6052
2741,6180
2742,6162
2743,6052
2744,5893
2745,5907
2746,5880
2747,5915
2748,5904
2749,6069
2750,6008
2751,6076
2752,6028
2753,6159
2754,6021
2755,5891
2756,5919
2757,5846
2758,5892
2759,5760
2760,5841
2761,5814
2762,5796
2763,5726
2764,5881
2765,6113
2766,5895
2767,6007
2768,5952
2769,5914
2770,5866
2771,5927
2772,5981
2773,5954
2774,5910
2775,5719
2776,5793
2777,5928
2778,6039
2779,6061
2780,6047
2781,5995
2782,6072
2783,6140
2784,6162
2785,6080
2786,6169
2787,6212
2788,6189
2789,6033
2790,5983
2791,6134
2792,6112
2793,6184
2794,6066
2795,6063
2796,6024
2797,6090
2798,6146
2799,5938
2800,6043
2801,6093
2802,6099
2803,6045
2804,5894
2805,5837
2806,5723
2807,5694
2808,5763
2809,5910
2810,5849
2811,5759
2812,5799
2813,5847
2814,5779
2815,5908
2816,5944
2817,5852
2818,5826
2819,5769
2820,5704
2821,5676
2822,5735
2823,5645
2824,5676
2825,5744
2826,5631
2827,5555
2828,5502
2829,5500
2830,5467
2831,5323
2832,5306
2833,5285
2834,5257
2835,5380
2836,5575
2837,5574
2838,5592
2839,5601
2840,5549
2841,5583
2842,5555
2843,5682
2844,5648
2845,5802
2846,5947
2847,5829
2848,5897
2849,5914
2850,5775
2851,5847
2852,5723
2853,5685
2854,5605
2855,5497
2856,5560
2857,5552
2858,5511
2859,5688
2860,5642
2861,5755
2862,5667
2863,5794
2864,5857
2865,5752
2866,5863
2867,5720
2868,5741
2869,5773
2870,5614
2871,5474
2872,5217
2873,5445
2874,5341
2875,5456
2876,5423
2877,5285
2878,5320
2879,5153
2880,5091
2881,5058
2882,5019
2883,5070
2884,5146
2885,5107
2886,5213
2887,5142
2888,5126
2889,4975
2890,5011
2891,5084
2892,5041
2893,5148
2894,5171
2895,5199
2896,5196
2897,5185
2898,5120
2899,5023
2900,5062
2901,5032
2902,5052
2903,5104
2904,5024
2905,5089
2906,5072
2907,5044
2908,5007
2909,4982
2910,5114
2911,5026
2912,5232
2913,5229
2914,5119
2915,5071
2916,5121
2917,5128
2918,4913
2919,5158
2920,5226
2921,5152
2922,5178
2923,5095
2924,4980
2925,4891
2926,4917
2927,4866
2928,4869
2929,4945
2930,4951
2931,4865
2932,4812
2933,4789
2934,4655
2935,4582
2936,4591
2937,4506
2938,4549
2939,4536
2940,4427
2941,4486
2942,4497
2943,4525
2944,4593
2945,4498
2946,4532
2947,4458
2948,4477
2949,4585
2950,4613
2951,4602
2952,4696
2953,4584
2954,4715
2955,4695
2956,4707
2957,4838
2958,4712
2959,4879
2960,4745
2961,4752
2962,4581
2963,4634
2964,4676
2965,4700
2966,4686
2967,4692
2968,4665
2969,4711
2970,4792
2971,4649
2972,4637
2973,4505
2974,4403
2975,4419
2976,4431
2977,4550
2978,4564
2979,4623
2980,4488
2981,4491
2982,4481
2983,4453
2984,4420
2985,4463
2986,4482
2987,4436
2988,4402
2989,4314
2990,4253
2991,4215
2992,4297
2993,4296
2994,4444
2995,4344
2996,4437
2997,4465
2998,4338
2999,4396
3000,4307
3001,4183
3002,4138
3003,4236
3004,4305
3005,4251
3006,4228
3007,4332
3008,4246
3009,4205
3010,4113
3011,3832
3012,3970
3013,3981
3014,4028
3015,4004
3016,3905
3017,3935
3018,3981
3019,4078
3020,4028
3021,4120
3022,4063
3023,4102
3024,4081
3025,4112
3026,4194
3027,4206
3028,4173
3029,4295
3030,4504
3031,4422
3032,4501
3033,4547
3034,4410
3035,4540
3036,4577
3037,4379
3038,4319
3039,4395
3040,4500
3041,4589
3042,4465
3043,4515
3044,4427
3045,4573
3046,4617
3047,4596
3048,4622
3049,4697
3050,4773
3051,4834
3052,4828
3053,4889
3054,4893
3055,4795
3056,4854
3057,4742
3058,4695
3059,4756
3060,4754
3061,4797
3062,4764
3063,4665
3064,4609
3065,4731
3066,4557
3067,4562
3068,4668
3069,4692
3070,4714
3071,4627
3072,4500
3073,4490
3074,4514
3075,4526
3076,4501
3077,4692
3078,4624
3079,4623
3080,4557
3081,4632
3082,4721
3083,4764
3084,4688
3085,4710
3086,4833
3087,4890
3088,4986
3089,4838
3090,4899
3091,4688
3092,4795
3093,4923
3094,4736
3095,4786
3096,4904
3097,4843
3098,4854
3099,5040
3100,5141
3101,5142
3102,5111
3103,5177
3104,5118
3105,5222
3106,5262
3107,5256
3108,5227
3109,5246
3110,5300
3111,5309
3112,5177
3113,5248
3114,5386
3115,5284
3116,5315
3117,5136
3118,5526
3119,5473
3120,5412
3121,5251
3122,5283
3123,5437
3124,5516
3125,5396
3126,5315
3127,5206
3128,5166
3129,5172
3130,5193
3131,5034
3132,5197
3133,5223
3134,5178
3135,5069
3136,5051
3137,5093
3138,5061
3139,5157
3140,5164
3141,5161
3142,4940
3143,4919
3144,4884
3145,4796
3146,4887
3147,5045
3148,4997
3149,4904
3150,4845
3151,4926
3152,4973
3153,4827
3154,4811
3155,4827
3156,4743
3157,4673
3158,4597
3159,4692
3160,4794
3161,4734
3162,4639
3163,4738
3164,4730
3165,4805
3166,4857
3167,4758
3168,4789
3169,4694
3170,4675
3171,4563
3172,4591
3173,4542
3174,4522
3175,4752
3176,4753
3177,4904
3178,4868
3179,4947
3180,4865
3181,4743
3182,4792
3183,4976
3184,5039
3185,4987
3186,5057
3187,5064
3188,4932
3189,4911
3190,4975
3191,4920
3192,4862
3193,4915
3194,4895
3195,4994
3196,4958
3197,4908
3198,4914
3199,4976
3200,4935
3201,4932
3202,4734
3203,4668
3204,4607
3205,4583
3206,4513
3207,4644
3208,4491
3209,4644
3210,4620
3211,4650
3212,4804
3213,4813
3214,4827
3215,4809
3216,4814
3217,4896
3218,4876
3219,5080
3220,5054
3221,5002
3222,4937
3223,4968
3224,5157
3225,5297
3226,5342
3227,5325
3228,5275
3229,5234
3230,5191
3231,5234
3232,5216
3233,5157
3234,5212
3235,5081
3236,5153
3237,5119
3238,5133
3239,5111
3240,5041
3241,5017
3242,5064
3243,5093
3244,5183
3245,5089
3246,5143
3247,5251
3248,5374
3249,5230
3250,5142
3251,5150
3252,5229
3253,5157
3254,5100
3255,5082
3256,5157
3257,5225
3258,5201
3259,5225
3260,5202
3261,5158
3262,5262
3263,5218
3264,5166
3265,5363
3266,5333
3267,5219
3268,5140
3269,5178
3270,5285
3271,5099
3272,5062
3273,5107
3274,5124
3275,5271
3276,5264
3277,5146
3278,5073
3279,5111
3280,5183
3281,5177
3282,5099
3283,5005
3284,4974
3285,4966
3286,4979
3287,4827
3288,4793
3289,4796
3290,4874
3291,4940
3292,4937
3293,5122
3294,5041
3295,4913
3296,4769
3297,4824
3298,4708
3299,4807
3300,4865
3301,4921
3302,4896
3303,5068
3304,5177
3305,4961
3306,4878
3307,4952
3308,4699
3309,4678
3310,4655
3311,4608
3312,4653
3313,4732
3314,4714
3315,4733
3316,4602
3317,4536
3318,4453
3319,4479
3320,4512
3321,4499
3322,4478
3323,4463
3324,4465
3325,4478
3326,4575
3327,4762
3328,4801
3329,4701
3330,4690
3331,4761
3332,4816
3333,4666
3334,4746
3335,4857
3336,4894
3337,4808
3338,4731
3339,4635
3340,4652
3341,4580
3342,4519
3343,4532
3344,4628
3345,4481
3346,4502
3347,4441
3348,4445
3349,4392
3350,4308
3351,4221
3352,4361
3353,4467
3354,4328
3355,4260
3356,4177
3357,4183
3358,4131
3359,4176
3360,4036
3361,4009
3362,3997
3363,3940
3364,3852
3365,3975
3366,3888
3367,3911
3368,3785
3369,3675
3370,3794
3371,3789
3372,3732
3373,3811
3374,3822
3375,3847
3376,3861
3377,3892
3378,3851
3379,3875
3380,3851
3381,3683
3382,3792
3383,3829
3384,3818
3385,3810
3386,3784
3387,3754
3388,3866
3389,3881
3390,3806
3391,3693
3392,3676
3393,3522
3394,3614
3395,3563
3396,3691
3397,3713
3398,3783
3399,3723
3400,3548
3401,3619
3402,3449
3403,3594
3404,3592
3405,3532
3406,3533
3407,3346
3408,3418
3409,3397
3410,3547
3411,3562
3412,3495
3413,3439
3414,3590
3415,3529
3416,3568
3417,3601
3418,3507
3419,3548
3420,3621
3421,3645
3422,3578
3423,3640
3424,3695
3425,3670
3426,3682
3427,3652
3428,3554
3429,3607
3430,3632
3431,3561
3432,3742
3433,3774
3434,3754
3435,3704
3436,3769
3437,3604
3438,3643
3439,3616
3440,3534
3441,3605
3442,3751
3443,3712
3444,3633
3445,3734
3446,3671
3447,3661
3448,3707
3449,3579
3450,3603
3451,3539
3452,3821
3453,3839
3454,3862
3455,4002
3456,3794
3457,3722
3458,3620
3459,3663
3460,3650
3461,3648
3462,3717
3463,3815
3464,3854
3465,3908
3466,3814
3467,3815
3468,3884
3469,3972
3470,3882
3471,3805
3472,3739
3473,3658
3474,3663
3475,3785
3476,3769
3477,3766
3478,3823
3479,3861
3480,3836
3481,3756
3482,4002
3483,4020
3484,4090
3485,4022
3486,4070
3487,4159
3488,4117
3489,4085
3490,3955
3491,4123
3492,3938
3493,3832
3494,3798
3495,3775
3496,3805
3497,3744
3498,3784
3499,3762
3500,3724
3501,3675
3502,3652
3503,3681
3504,3663
3505,3605
3506,3591
3507,3527
3508,3546
3509,3544
3510,3486
3511,3642
3512,3491
3513,3371
3514,3321
3515,3326
3516,3399
3517,3403
3518,3486
3519,3369
3520,3417
3521,3425
3522,3413
3523,3389
3524,3383
3525,3543
3526,3478
3527,3462
3528,3419
3529,3435
3530,3359
3531,3308
3532,3206
3533,3269
3534,3246
3535,3337
3536,3420
3537,3429
3538,3421
3539,3377
3540,3350
3541,3328
3542,3415
3543,3447
3544,3482
3545,3575
3546,3584
3547,3630
3548,3762
3549,3765
3550,3850
3551,3850
3552,3792
3553,3735
3554,3758
3555,3547
3556,3495
3557,3527
3558,3628
3559,3601
3560,3640
3561,3617
3562,3649
3563,3608
3564,3592
3565,3681
3566,3662
3567,3696
3568,3711
3569,3609
3570,3547
3571,3462
3572,3522
3573,3626
3574,3490
3575,3399
3576,3441
3577,3470
3578,3466
3579,3492
3580,3403
3581,3414
3582,3470
3583,3451
3584,3478
3585,3327
3586,3279
3587,3365
3588,3414
3589,3306
3590,3142
3591,3165
3592,3149
3593,3289
3594,3272
3595,3288
3596,3302
3597,3378
3598,3303
3599,3327
3600,3352
3601,3430
3602,3427
3603,3347
3604,3306
3605,3313
3606,3268
3607,3223
3608,3156
3609,3291
3610,3316
3611,3383
3612,3370
3613,3329
3614,3240
3615,3240
3616,3238
3617,3189
3618,3225
3619,3353
3620,3400
3621,3376
3622,3467
3623,3422
3624,3380
3625,3353
3626,3277
3627,3236
3628,3324
3629,3289
3630,3520
3631,3492
3632,3608
3633,3594
3634,3648
3635,3557
3636,3500
3637,3470
3638,3440
3639,3493
3640,3409
3641,3373
3642,3294
3643,3394
3644,3310
3645,3331
3646,3383
3647,3335
3648,3293
3649,3234
3650,3379
3651,3387
3652,3394
3653,3449
3654,3464
3655,3392
3656,3394
3657,3430
3658,3228
3659,3220
3660,3295
3661,3258
3662,3246
3663,3177
3664,3195
3665,3094
3666,3078
3667,3123
3668,3009
3669,3040
3670,3020
3671,2928
3672,2775
3673,2847
3674,2867
3675,2873
3676,2890
3677,2972
3678,2979
3679,2946
3680,2934
3681,2908
3682,2968
3683,2904
3684,2914
3685,2884
3686,2845
3687,2779
3688,2759
3689,2781
3690,2678
3691,2745
3692,2794
3693,2737
3694,2754
3695,2841
3696,2805
3697,2767
3698,2687
3699,2724
3700,2721
3701,2687
3702,2729
3703,2587
3704,2602
3705,2637
3706,2577
3707,2554
3708,2514
3709,2532
3710,2541
3711,2596
3712,2573
3713,2579
3714,2585
3715,2586
3716,2624
3717,2685
3718,2639
3719,2669
3720,2660
3721,2552
3722,2400
3723,2508
3724,2536
3725,2507
3726,2461
3727,2490
3728,2561
3729,2635
3730,2530
3731,2567
3732,2540
3733,2514
3734,2474
3735,2494
3736,2530
3737,2528
3738,2527
3739,2530
3740,2502
3741,2455
3742,2447
3743,2403
3744,2381
3745,2362
3746,2357
3747,2348
3748,2254
3749,2363
3750,2344
3751,2383
3752,2377
3753,2459
3754,2403
3755,2422
3756,2475
3757,2434
3758,2444
3759,2502
3760,2549
3761,2643
3762,2560
3763,2627
3764,2629
3765,2521
3766,2508
3767,2509
3768,2487
3769,2499
3770,2446
3771,2434
3772,2344
3773,2335
3774,2318
3775,2282
3776,2240
3777,2362
3778,2298
3779,2392
3780,2270
3781,2279
3782,2362
3783,2352
3784,2455
3785,2525
3786,2566
3787,2693
3788,2584
3789,2555
3790,2534
3791,2561
3792,2527
3793,2544
3794,2508
3795,2498
3796,2494
3797,2435
3798,2477
3799,2455
3800,2484
3801,2301
3802,2354
3803,2366
3804,2407
3805,2407
3806,2502
3807,2473
3808,2453
3809,2554
3810,2648
3811,2674
3812,2688
3813,2737
3814,2757
3815,2834
3816,2932
3817,2862
3818,2781
3819,2738
3820,2687
3821,2743
3822,2799
3823,2714
3824,2626
3825,2667
3826,2610
3827,2543
3828,2675
3829,2671
3830,2783
3831,2808
3832,2760
3833,2767
3834,2814
3835,2740
3836,2812
3837,2769
3838,2723
3839,2838
3840,2759
3841,2704
3842,2821
3843,2861
3844,2892
3845,2932
3846,2979
3847,2951
3848,2979
3849,3009
3850,3007
3851,2999
3852,3023
3853,3021
3854,3082
3855,3085
3856,2950
3857,2907
3858,2812
3859,2961
3860,2963
3861,3111
3862,3142
3863,3056
3864,2983
3865,3052
3866,3248
3867,3216
3868,3270
3869,3257
3870,3396
3871,3428
3872,3390
3873,3298
3874,3309
3875,3426
3876,3388
3877,3350
3878,3423
3879,3262
3880,3274
3881,3228
3882,3302
3883,3324
3884,3359
3885,3298
3886,3380
3887,3260
3888,3283
3889,3331
3890,3245
3891,3327
3892,3341
3893,3323
3894,3200
3895,3156
3896,3194
3897,3281
3898,3178
3899,3040
3900,3016
3901,3016
3902,3049
3903,3049
3904,3229
3905,3243
3906,3322
3907,3310
3908,3281
3909,3252
3910,3243
3911,3124
3912,3119
3913,3212
3914,3169
3915,3264
3916,3143
3917,3103
3918,3121
3919,3227
3920,3191
3921,3100
3922,3110
3923,3015
3924,3021
3925,3150
3926,3140
3927,3173
3928,3116
3929,3051
3930,3054
3931,3084
3932,3043
3933,3203
3934,3247
3935,3157
3936,3186
3937,3161
3938,2990
3939,3047
3940,2993
3941,2986
3942,2967
3943,2932
3944,2974
3945,2823
3946,2918
3947,2904
3948,3021
3949,3010
3950,2997
3951,2987
3952,3038
3953,2994
3954,2924
3955,2924
3956,2970
3957,2918
3958,2984
3959,2996
3960,3034
3961,3021
3962,3037
3963,3039
3964,3061
3965,2991
3966,2922
3967,2790
3968,2799
3969,2793
3970,2803
3971,2804
3972,2866
3973,2856
3974,2774
3975,2907
3976,2906
3977,2892
3978,2899
3979,3048
3980,2986
3981,2972
3982,2942
3983,2954
3984,3005
3985,2964
3986,2937
3987,3060
3988,3104
3989,3082
3990,3033
3991,3017
3992,3013
3993,2953
3994,2924
3995,2967
3996,2891
3997,2646
3998,2687
3999,2663
4000,2647
4001,2621
4002,2820
4003,2760
4004,2769
4005,2813
4006,2836
4007,2710
4008,2763
4009,2914
4010,2929
4011,2801
4012,2795
4013,2899
4014,2808
4015,2781
4016,2687
4017,2631
4018,2670
4019,2730
4020,2782
4021,2819
4022,2797
4023,2841
4024,2824
4025,2762
4026,2748
4027,2679
4028,2659
4029,2708
4030,2556
4031,2602
4032,2553
4033,2578
4034,2492
4035,2542
4036,2521
4037,2565
4038,2619
4039,2693
4040,2688
4041,2715
4042,2827
4043,2968
4044,2852
4045,2883
4046,3008
4047,3003
4048,3007
4049,2991
4050,3105
4051,3334
4052,3413
4053,3388
4054,3474
4055,3428
4056,3426
4057,3318
4058,3405
4059,3348
4060,3434
4061,3440
4062,3420
4063,3400
4064,3348
4065,3379
4066,3426
4067,3477
4068,3707
4069,3753
4070,3772
4071,3821
4072,3797
4073,3819
4074,3763
4075,3758
4076,3826
4077,3666
4078,3769
4079,3749
4080,3655
4081,3545
4082,3609
4083,3757
4084,3710
4085,3695
4086,3658
4087,3712
4088,3823
4089,3836
4090,3804
4091,3886
4092,4063
4093,3986
4094,3910
4095,3855
4096,3828
4097,3747
4098,3907
4099,3924
4100,3868
4101,3834
4102,3642
4103,3541
4104,3720
4105,3709
4106,3916
4107,3928
4108,3923
4109,3999
4110,3783
4111,3888
4112,3926
4113,3939
4114,3971
4115,3898
4116,3884
4117,3961
4118,3975
4119,3998
4120,3894
4121,3810
4122,3844
4123,3993
4124,4037
4125,4058
4126,3882
4127,3875
4128,3842
4129,3918
4130,4205
4131,4191
4132,4113
4133,4101
4134,4018
4135,3880
4136,3773
4137,3840
4138,3788
4139,3732
4140,3905
4141,3976
4142,4031
4143,3966
4144,3931
4145,3798
4146,3802
4147,3793
4148,3703
4149,3636
4150,3686
4151,3596
4152,3437
4153,3322
4154,3340
4155,3356
4156,3290
4157,3180
4158,3134
4159,3228
4160,3185
4161,3105
4162,3167
4163,3105
4164,3026
4165,3105
4166,3089
4167,2994
4168,3107
4169,3034
4170,2959
4171,3063
4172,3050
4173,2982
4174,2942
4175,3085
4176,3190
4177,3104
4178,3060
4179,3182
4180,3297
4181,3110
4182,3158
4183,3118
4184,3124
4185,3062
4186,3095
4187,3081
4188,3098
4189,3209
4190,3270
4191,3298
4192,3155
4193,3237
4194,3177
4195,3255
4196,3209
4197,3139
4198,3137
4199,3097
4200,3133
4201,3187
4202,3158
4203,3136
4204,3174
4205,3099
4206,3026
4207,2997
4208,2919
4209,2816
4210,2676
4211,2768
4212,2737
4213,2710
4214,2712
4215,2718
4216,2686
4217,2723
4218,2640
4219,2777
4220,2731
4221,2790
4222,2749
4223,2773
4224,2764
4225,2774
4226,2833
4227,2879
4228,2931
4229,2803
4230,2873
4231,2899
4232,2889
4233,2847
4234,2798
4235,2761
4236,2716
4237,2717
4238,2882
4239,2804
4240,2803
4241,2742
4242,2578
4243,2525
4244,2540
4245,2458
4246,2534
4247,2602
4248,2587
4249,2611
4250,2622
4251,2709
4252,2676
4253,2667
4254,2651
4255,2598
4256,2698
4257,2573
4258,2489
4259,2466
4260,2407
4261,2428
4262,2381
4263,2384
4264,2416
4265,2406
4266,2348
4267,2487
4268,2409
4269,2404
4270,2306
4271,2317
4272,2364
4273,2372
4274,2344
4275,2375
4276,2352
4277,2300
4278,2261
4279,2163
4280,2231
4281,2189
4282,2196
4283,2097
4284,2112
4285,2127
4286,2092
4287,2143
4288,2262
4289,2200
4290,2210
4291,2112
4292,2152
4293,2099
4294,2059
4295,2133
4296,2068
4297,2163
4298,2153
4299,2117
4300,2178
4301,2252
4302,2189
4303,2047
4304,2088
4305,2166
4306,2241
4307,2348
4308,2317
4309,2220
4310,2134
4311,2226
4312,2268
4313,2246
4314,2166
4315,2225
4316,2128
4317,2113
4318,2059
4319,2103
4320,2128
4321,2175
4322,2187
4323,2245
4324,2343
4325,2421
4326,2345
4327,2364
4328,2337
4329,2255
4330,2353
4331,2483
4332,2520
4333,2564
4334,2486
4335,2485
4336,2484
4337,2430
4338,2323
4339,2520
4340,2595
4341,2751
4342,2790
4343,2711
4344,2804
4345,2805
4346,2820
4347,2845
4348,2852
4349,2779
4350,2752
4351,2663
4352,2666
4353,2732
4354,2665
4355,2657
4356,2676
4357,2585
4358,2647
4359,2570
4360,2533
4361,2632
4362,2578
4363,2583
4364,2553
4365,2552
4366,2477
4367,2500
4368,2414
4369,2504
4370,2437
4371,2510
4372,2429
4373,2348
4374,2398
4375,2342
4376,2284
4377,2305
4378,2324
4379,2307
4380,2260
4381,2341
4382,2408
4383,2413
4384,2443
4385,2383
4386,2348
4387,2320
4388,2305
4389,2293
4390,2331
4391,2391
4392,2360
4393,2403
4394,2440
4395,2452
4396,2417
4397,2423
4398,2507
4399,2466
4400,2474
4401,2475
4402,2528
4403,2620
4404,2596
4405,2649
4406,2715
4407,2797
4408,2788
4409,2895
4410,2929
4411,2982
4412,2930
4413,2795
4414,2808
4415,2813
4416,2759
4417,2782
4418,2732
4419,2709
4420,2716
4421,2621
4422,2647
4423,2622
4424,2602
4425,2626
4426,2550
4427,2549
4428,2564
4429,2516
4430,2591
4431,2554
4432,2693
4433,2706
4434,2724
4435,2749
4436,2789
4437,2787
4438,2763
4439,2658
4440,2805
4441,2790
4442,2713
4443,2721
4444,2700
4445,2651
4446,2648
4447,2707
4448,2720
4449,2744
4450,2694
4451,2629
4452,2685
4453,2748
4454,2828
4455,2798
4456,2775
4457,2904
4458,2858
4459,2918
4460,2794
4461,2780
4462,2738
4463,2758
4464,2707
4465,2675
4466,2739
4467,2831
4468,2653
4469,2548
4470,2508
4471,2474
4472,2420
4473,2523
4474,2472
4475,2454
4476,2491
4477,2590
4478,2591
4479,2533
4480,2462
4481,2499
4482,2421
4483,2408
4484,2468
4485,2584
4486,2465
4487,2426
4488,2452
4489,2459
4490,2545
4491,2443
4492,2474
4493,2468
4494,2487
4495,2369
4496,2491
4497,2576
4498,2582
4499,2555
4500,2504
4501,2684
4502,2703
4503,2812
4504,2832
4505,2822
4506,2819
4507,2755
4508,2725
4509,2645
4510,2636
4511,2539
4512,2593
4513,2667
4514,2606
4515,2593
4516,2501
4517,2502
4518,2436
4519,2392
4520,2506
4521,2370
4522,2323
4523,2373
4524,2385
4525,2448
4526,2451
4527,2451
4528,2356
4529,2428
4530,2397
4531,2388
4532,2281
4533,2243
4534,2302
4535,2327
4536,2322
4537,2418
4538,2331
4539,2388
4540,2336
4541,2365
4542,2302
4543,2286
4544,2274
4545,2331
4546,2292
4547,2397
4548,2279
4549,2317
4550,2286
4551,2183
4552,2285
4553,2286
4554,2383
4555,2316
4556,2339
4557,2475
4558,2491
4559,2480
4560,2465
4561,2511
4562,2538
4563,2680
4564,2663
4565,2740
4566,2802
4567,2733
4568,2733
4569,2874
4570,2922
4571,2943
4572,2982
4573,3009
4574,3041
4575,3037
4576,3099
4577,3065
4578,3071
4579,3078
4580,3070
4581,3229
4582,3271
4583,3263
4584,3379
4585,3363
4586,3349
4587,3394
4588,3388
4589,3421
4590,3360
4591,3259
4592,3151
4593,3134
4594,3215
4595,3163
4596,3092
4597,2951
4598,3080
4599,3089
4600,3078
4601,3228
4602,3261
4603,3228
4604,3433
4605,3500
4606,3533
4607,3549
4608,3491
4609,3412
4610,3525
4611,3596
4612,3659
4613,3656
4614,3603
4615,3586
4616,3555
4617,3530
4618,3574
4619,3477
4620,3460
4621,3481
4622,3428
4623,3443
4624,3519
4625,3457
4626,3510
4627,3523
4628,3387
4629,3411
4630,3482
4631,3301
4632,3225
4633,3307
4634,3465
4635,3519
4636,3469
4637,3602
4638,3630
4639,3583
4640,3529
4641,3641
4642,3653
4643,3611
4644,3563
4645,3699
4646,3791
4647,3786
4648,3787
4649,3620
4650,3631
4651,3621
4652,3537
4653,3480
4654,3308
4655,3323
4656,3253
4657,3186
4658,3257
4659,3353
4660,3334
4661,3296
4662,3227
4663,3299
4664,3337
4665,3324
4666,3384
4667,3363
4668,3279
4669,3146
4670,3068
4671,3047
4672,2986
4673,2880
4674,2876
4675,2901
4676,2977
4677,2861
4678,2913
4679,2815
4680,2868
4681,2831
4682,2695
4683,2687
4684,2758
4685,2787
4686,2734
4687,2837
4688,2909
4689,2930
4690,3038
4691,2933
4692,2969
4693,2872
4694,2815
4695,2812
4696,2729
4697,2754
4698,2863
4699,2882
4700,2894
4701,2924
4702,3022
4703,3015
4704,2968
4705,2986
4706,3111
4707,3024
4708,2955
4709,2839
4710,2820
4711,2816
4712,2930
4713,3098
4714,3066
4715,3056
4716,3020
4717,3159
4718,3262
4719,3147
4720,3167
4721,3082
4722,3124
4723,2993
4724,2882
4725,2901
4726,2964
4727,2953
4728,2840
4729,3072
4730,3092
4731,3140
4732,3105
4733,3083
4734,3174
4735,3299
4736,3359
4737,3442
4738,3445
4739,3498
4740,3444
4741,3366
4742,3544
4743,3659
4744,3824
4745,3858
4746,3722
4747,3718
4748,3670
4749,3716
4750,3652
4751,3719
4752,3646
4753,3739
4754,3797
4755,3826
4756,3831
4757,3909
4758,3857
4759,3856
4760,3917
4761,3861
4762,3872
4763,3918
4764,3756
4765,3642
4766,3554
4767,3565
4768,3568
4769,3669
4770,3735
4771,3637
4772,3532
4773,3610
4774,3709
4775,3606
4776,3464
4777,3320
4778,3269
4779,3249
4780,3285
4781,3222
4782,3145
4783,3164
4784,3258
4785,3304
4786,3348
4787,3319
4788,3319
4789,3252
4790,3243
4791,3270
4792,3262
4793,3236
4794,3289
4795,3281
4796,3259
4797,3404
4798,3380
4799,3379
4800,3373
4801,3355
4802,3454
4803,3479
4804,3494
4805,3384
4806,3362
4807,3344
4808,3342
4809,3211
4810,3333
4811,3383
4812,3324
4813,3307
4814,3387
4815,3454
4816,3521
4817,3629
4818,3547
4819,3472
4820,3637
4821,3578
4822,3583
4823,3492
4824,3535
4825,3556
4826,3645
4827,3546
4828,3440
4829,3529
4830,3518
4831,3438
4832,3416
4833,3528
4834,3569
4835,3799
4836,3848
4837,3876
4838,3794
4839,3807
4840,3742
4841,3753
4842,3756
4843,3689
4844,3663
4845,3568
4846,3591
4847,3507
4848,3473
4849,3529
4850,3558
4851,3500
4852,3526
4853,3554
4854,3533
